8,10,8,10,10,10,9,9.48, ,10,9,9,10,9,10,9,9.45, ,10,9,10,10,9,10,9.68, ,
8,10,9,8,8,9,9,8.7, ,8,9,8,7,8,8,9,8.09, ,9,8,6,7,7,9,7.74, ,
8,7,6,8,8,9,7,7.74, ,7,8,7,7,8,8,9,7.64, ,7,5,5,5,7,7,5.95, ,
9,9,9,9,10,10,9,9.35, ,8,10,10,9,8,10,9,9.09, ,8,9,9,9,8,10,8.84, ,
9,10,10,10,9,8,9,9.26, ,9,9,9,9,9,9,9,9.0, ,9,7,7,7,8,8,7.68, ,
9,7,8,6,6,6,9,7.0, ,7,9,6,7,7,7,9,7.18, ,8,7,7,6,8,8,7.37, ,
7,9,9,8,8,7,7,7.87, ,9,9,8,9,7,9,9,8.45, ,9,7,7,7,8,8,7.68, ,
7,8,8,7,7,7,9,7.43, ,7,9,6,7,7,7,9,7.18, ,8,7,7,6,8,9,7.53, ,
8,9,8,9,9,8,9,8.61, ,9,9,9,8,9,9,9,8.91, ,7,6,7,7,7,10,7.26, ,
9,8,9,9,9,8,9,8.65, ,9,9,8,8,8,8,9,8.36, ,9,9,9,9,9,9,9.0, ,
9,9,9,10,10,10,9,9.52, ,10,10,10,10,8,10,9,9.55, ,10,10,10,10,9,9,9.74, ,
7,8,8,8,6,9,9,7.78, ,6,8,5,7,7,8,9,6.91, ,6,7,7,6,7,9,7.0, ,
8,8,10,9,7,8,8,8.17, ,8,9,8,9,8,8,9,8.27, ,9,9,9,9,9,8,8.84, ,
9,8,7,7,8,8,9,7.96, ,8,9,7,8,8,8,8,7.91, ,6,7,6,8,8,9,7.11, ,
6,5,7,5,7,5,8,5.91, ,6,9,5,8,7,5,9,6.55, ,6,7,8,7,7,8,7.16, ,
8,9,9,10,10,10,9,9.39, ,10,9,9,7,7,10,9,8.82, ,9,9,9,8,10,9,9.0, ,
8,10,10,9,9,9,10,9.22, ,10,9,9,9,7,10,9,9.0, ,9,9,9,9,9,10,9.16, ,
8,7,8,9,9,9,8,8.35, ,8,9,9,9,8,9,8,8.55, ,9,9,9,8,8,9,8.79, ,
