8,8,10,5,5,5,9,6.7,-1,6,10,6,7,8,6,9,7.09,-1,6,8,5,8,6,5,6,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1
8,9,7,6,5,8,8,7.22,-1,5,9,6,8,6,6,9,6.55,-1,5,8,5,9,5,6,5.95,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,8,8,10,7,8,8.52,-1,8,9,7,8,7,8,9,7.82,-1,7,7,6,8,6,8,6.95,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,10,6,6,7,8,7.3,-1,6,9,7,7,7,7,9,7.18,-1,8,8,8,10,8,7,8,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,9,9,9,9,9,9.3,-1,10,9,8,9,9,10,9,9.18,-1,10,10,8,10,9,9,9.21,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9,7,10,9,10,9,8.91,-1,10,9,10,10,9,10,9,9.64,-1,9,10,9,9,9,8,8.89,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,8,8,9,7,8,8.17,-1,9,9,8,9,8,8,9,8.45,-1,8,10,8,10,9,9,8.79,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,7,8,8,9,8,7.48,-1,8,9,8,9,6,9,8,8,-1,8,9,8,9,8,9,8.42,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,7,9,9,8,10,8.26,-1,9,9,9,9,7,9,10,8.73,-1,8,9,8,8,8,9,8.32,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,9,10,10,10,10,9.78,-1,10,9,9,8,9,10,9,9.27,-1,10,9,10,9,10,9,9.58,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,9,7,8,10,8.57,-1,9,9,9,9,7,10,9,8.82,-1,7,8,8,9,8,7,7.68,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,9,9,10,9,9,8.87,-1,10,9,9,9,7,10,9,9,-1,8,9,9,10,8,9,8.74,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,9,8,7,9,9,7.87,-1,8,9,8,9,7,10,9,8.45,-1,8,7,7,9,8,8,7.79,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,8,9,9,8,10,8.7,-1,9,9,8,9,8,9,9,8.64,-1,9,10,10,10,10,10,9.79,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,8,7,9,7,7,7.91,-1,7,9,7,8,8,7,8,7.55,-1,7,9,6,8,7,8,7.32,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,9,8,7,8,8,-1,9,9,8,8,7,7,8,7.91,-1,7,8,7,7,8,7,7.26,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8,8,8,6,7,8,7.61,-1,9,9,7,9,8,7,9,8.09,-1,7,8,7,7,6,7,6.95,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,8,8,8,7,10,8.17,-1,8,9,7,8,8,9,9,8.18,-1,8,9,7,9,9,7,7.95,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,8,7,7,8,9,7.91,-1,7,10,8,9,9,8,9,8.36,-1,8,8,8,7,8,8,7.89,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9,9,10,8,10,9,8.91,-1,10,9,8,6,9,9,9,8.73,-1,7,9,9,6,9,8,8.05,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5,8,10,8,9,9,7.96,-1,10,9,9,9,6,10,9,8.82,-1,7,7,7,9,9,9,7.95,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,9,10,9,9,9,8.87,-1,9,9,9,8,8,10,8,8.82,-1,10,9,8,10,10,9,9.26,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,6,7,6,7,9,6.91,-1,7,9,7,8,7,9,9,7.82,-1,7,9,6,8,8,7,7.26,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,8,7,6,5,8,6.78,-1,5,8,5,6,7,7,8,6.36,-1,5,7,5,7,6,6,5.79,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,6,8,8,7,9,7.43,-1,6,9,6,9,7,8,9,7.36,-1,7,8,7,9,7,7,7.32,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,8,9,9,8,10,8.7,-1,10,9,9,8,7,9,9,8.73,-1,7,8,7,9,9,9,8.05,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,10,10,10,10,10,9.57,-1,9,9,10,9,7,9,9,8.82,-1,8,8,7,8,8,8,7.79,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,8,8,10,8,10,8.83,-1,8,9,8,9,7,7,9,7.91,-1,7,8,7,9,9,8,7.84,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,8,9,8,7,8,7.83,-1,9,9,8,8,8,9,9,8.55,-1,7,9,8,9,8,7,7.79,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,6,7,6,7,6,8,6.7,-1,9,8,8,8,8,8,9,8.27,-1,6,7,7,8,7,9,7.32,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,8,8,9,8,9,8.09,-1,7,9,8,8,7,8,9,7.82,-1,6,7,7,9,7,8,7.21,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,8,9,9,9,8.83,-1,9,10,9,10,7,8,9,8.64,-1,8,8,8,7,8,8,7.89,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,8,7,10,8,9,8.09,-1,8,10,8,8,9,8,9,8.45,-1,7,8,7,9,9,8,7.84,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,7,6,7,7,7.22,-1,7,8,6,7,8,7,8,7.18,-1,6,8,6,8,7,6,6.58,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9,9,8,9,9,9,8.96,-1,9,9,9,9,8,9,9,8.82,-1,9,8,8,10,9,9,8.79,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,10,10,8,8,10,8.87,-1,10,9,9,9,9,9,9,9.18,-1,8,8,9,9,9,8,8.47,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8,9,9,8,8,9,8.48,-1,9,8,9,9,7,9,9,8.55,-1,8,8,8,9,9,7,8.05,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,9,10,10,9,9,9.52,-1,10,9,10,10,8,9,9,9.27,-1,9,10,10,9,10,9,9.47,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6,7,7,7,7,8,6.91,-1,7,8,7,8,6,8,8,7.27,-1,6,8,7,9,8,7,7.26,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,9,8,6,6,9,7.3,-1,7,9,7,8,8,7,10,7.73,-1,7,7,7,9,7,7,7.21,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,10,8,8,8,9,8.17,-1,9,8,8,9,9,9,8,8.64,-1,6,8,7,7,7,7,6.89,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,8,10,10,9,9,9.26,-1,9,10,8,9,7,9,9,8.55,-1,8,8,7,9,9,8,8.05,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,8,9,10,9,9,8.96,-1,8,10,8,9,9,8,9,8.55,-1,8,8,9,8,7,9,8.26,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,6,7,8,7,8,9,7.48,-1,9,9,8,8,8,8,9,8.36,-1,7,7,7,7,8,8,7.37,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,7,8,7,8,9,7.74,-1,9,9,8,9,8,9,9,8.64,-1,6,7,7,9,7,8,7.21,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,9,9,8,10,9,9.17,-1,8,9,8,8,8,8,9,8.18,-1,8,9,8,8,7,7,7.74,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,10,10,9,10,9,9.43,-1,10,10,9,9,9,9,9,9.27,-1,9,9,9,9,10,10,9.37,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,10,10,9,10,9,9.48,-1,10,9,9,9,8,9,9,9,-1,8,8,9,9,10,7,8.42,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,10,9,10,9,9,9.3,-1,10,10,10,10,8,10,10,9.64,-1,10,8,10,9,9,9,9.32,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,8,10,8,8,10,9,8.87,-1,10,9,9,9,10,10,9,9.55,-1,8,8,7,9,9,9,8.26,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,10,9,10,10,9,9.61,-1,8,10,9,10,9,9,9,9,-1,7,8,8,8,8,6,7.37,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,9,9,9,9,9.39,-1,9,10,9,9,10,9,9,9.27,-1,8,9,9,9,9,10,9,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,9,9,10,9,9,9.35,-1,9,9,9,9,8,10,9,9,-1,10,9,9,8,9,8,8.89,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,9,10,10,9,9.74,-1,9,9,9,9,8,9,10,8.91,-1,9,9,9,9,10,9,9.16,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,10,8,9,9,9.39,-1,9,9,9,9,9,9,9,9,-1,7,9,9,9,7,8,8.05,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,10,9,9,10,9,9.43,-1,10,9,10,9,8,9,9,9.18,-1,10,10,10,9,10,10,9.89,-1,9,10,10,10,10,9,8,8,9.45,-1,10,10,9,10,10,10,9.78,-1,,,,,,,,,,,,,,,,,,,,
8,9,8,6,8,7,9,7.74,-1,7,9,7,7,7,8,9,7.55,-1,8,9,8,9,10,6,8.11,-1,6,7,9,8,9,8,9,6,7.82,-1,8,9,7,7,8,8,7.67,-1,,,,,,,,,,,,,,,,,,,,
8,9,10,8,7,8,8,8.17,-1,6,9,8,8,8,8,8,7.73,-1,6,8,7,9,9,6,7.21,-1,7,6,9,6,6,9,9,6,6.91,-1,7,9,6,7,9,9,7.44,-1,,,,,,,,,,,,,,,,,,,,
9,10,10,6,9,6,8,8.13,-1,9,9,7,8,8,9,9,8.36,-1,5,7,6,7,8,5,6.11,-1,8,5,8,5,6,6,6,6,6,-1,6,10,6,7,8,6,6.89,-1,,,,,,,,,,,,,,,,,,,,
8,8,9,7,7,7,9,7.65,-1,7,8,7,9,8,8,9,7.82,-1,7,8,7,9,8,7,7.47,-1,7,8,9,7,8,9,9,8,8,-1,7,9,7,8,9,10,8,-1,,,,,,,,,,,,,,,,,,,,
8,9,9,10,10,10,9,9.39,-1,9,9,10,10,8,10,9,9.27,-1,9,10,9,10,10,9,9.37,-1,8,10,9,10,10,9,10,8,9.45,-1,9,9,8,9,10,9,8.89,-1,,,,,,,,,,,,,,,,,,,,
8,6,6,6,7,8,9,7.04,-1,5,9,5,9,7,5,9,6.45,-1,5,8,5,8,6,5,5.79,-1,7,5,9,6,5,8,8,7,6.45,-1,5,9,6,7,7,7,6.56,-1,,,,,,,,,,,,,,,,,,,,
10,9,10,8,8,8,8,8.61,-1,9,9,8,9,8,8,9,8.45,-1,8,8,8,8,9,7,7.95,-1,7,8,10,6,8,9,8,8,7.82,-1,8,9,7,9,10,8,8.33,-1,,,,,,,,,,,,,,,,,,,,
9,9,9,8,9,9,9,8.83,-1,8,9,9,9,9,8,9,8.64,-1,8,10,9,9,10,10,9.26,-1,8,9,9,9,9,9,9,8,8.82,-1,9,9,8,9,9,8,8.67,-1,,,,,,,,,,,,,,,,,,,,
8,9,10,9,8,9,9,8.78,-1,8,9,8,8,8,8,9,8.18,-1,6,9,8,8,8,5,7.05,-1,7,6,9,5,7,8,9,7,6.91,-1,7,9,6,7,8,8,7.22,-1,,,,,,,,,,,,,,,,,,,,
9,8,8,9,9,9,10,8.83,-1,9,9,9,9,8,10,9,9,-1,8,9,9,8,10,8,8.63,-1,9,7,10,8,8,8,9,8,8.18,-1,9,9,7,8,10,8,8.33,-1,,,,,,,,,,,,,,,,,,,,
6,6,6,8,6,8,9,6.96,-1,7,9,7,7,6,6,8,6.91,-1,5,7,7,8,8,6,6.63,-1,6,6,8,6,6,8,8,5,6.45,-1,6,8,7,7,9,7,7.11,-1,,,,,,,,,,,,,,,,,,,,
9,5,6,5,5,5,7,5.78,-1,6,8,5,8,7,8,9,7,-1,5,9,6,8,6,5,6.11,-1,5,5,8,5,6,8,9,5,6.09,-1,5,8,5,7,7,7,6.22,-1,,,,,,,,,,,,,,,,,,,,
7,8,7,8,9,9,9,8.22,-1,9,9,8,8,7,9,9,8.36,-1,7,9,8,9,9,6,7.74,-1,9,9,10,8,8,9,8,8,8.55,-1,7,9,7,8,8,8,7.67,-1,,,,,,,,,,,,,,,,,,,,
10,10,9,8,7,8,10,8.7,-1,7,9,8,8,7,8,9,7.82,-1,6,8,8,8,9,6,7.32,-1,7,8,9,7,7,9,8,6,7.55,-1,9,9,7,8,9,8,8.22,-1,,,,,,,,,,,,,,,,,,,,
6,10,8,7,6,6,8,7.22,-1,7,9,7,8,7,7,9,7.45,-1,6,7,7,8,9,7,7.21,-1,7,8,8,6,7,8,9,8,7.45,-1,6,9,6,8,8,8,7.22,-1,,,,,,,,,,,,,,,,,,,,
7,7,7,6,5,6,8,6.39,-1,8,9,6,9,7,7,9,7.55,-1,5,8,6,9,8,5,6.42,-1,6,6,9,5,6,9,9,7,6.73,-1,5,8,6,7,9,8,6.78,-1,,,,,,,,,,,,,,,,,,,,
8,10,9,9,10,10,10,9.48,-1,8,9,10,9,8,10,9,9,-1,8,9,9,9,10,9,8.95,-1,8,9,8,9,10,9,9,9,9,-1,9,9,8,9,8,9,8.67,-1,,,,,,,,,,,,,,,,,,,,
10,9,10,8,8,8,10,8.78,-1,8,9,8,9,9,6,9,8.09,-1,8,10,7,9,9,7,8.05,-1,8,9,9,8,9,9,9,8,8.64,-1,8,9,8,9,10,9,8.67,-1,,,,,,,,,,,,,,,,,,,,
8,10,10,9,8,6,8,8.35,-1,7,9,8,7,8,8,8,7.82,-1,7,9,8,9,10,6,7.89,-1,6,8,9,7,8,9,9,6,7.73,-1,8,10,6,8,9,8,7.89,-1,,,,,,,,,,,,,,,,,,,,
8,9,8,10,9,10,10,9.22,-1,10,10,9,9,8,10,10,9.36,-1,9,9,10,10,10,9,9.47,-1,9,10,10,9,9,9,9,8,9.18,-1,8,9,8,9,10,9,8.67,-1,,,,,,,,,,,,,,,,,,,,
