8,8,10,5,5,5,9,6.7, ,6,10,6,7,8,6,9,7.09, ,6,8,5,8,6,5,6.0, ,
8,9,7,6,5,8,8,7.22, ,5,9,6,8,6,6,9,6.55, ,5,8,5,9,5,6,5.95, ,
8,10,8,8,10,7,8,8.52, ,8,9,7,8,7,8,9,7.82, ,7,7,6,8,6,8,6.95, ,
8,8,10,6,6,7,8,7.3, ,6,9,7,7,7,7,9,7.18, ,8,8,8,10,8,7,8.0, ,
10,10,9,9,9,9,9,9.3, ,10,9,8,9,9,10,9,9.18, ,10,10,8,10,9,9,9.21, ,
7,9,7,10,9,10,9,8.91, ,10,9,10,10,9,10,9,9.64, ,9,10,9,9,9,8,8.89, ,
8,9,8,8,9,7,8,8.17, ,9,9,8,9,8,8,9,8.45, ,8,10,8,10,9,9,8.79, ,
6,6,7,8,8,9,8,7.48, ,8,9,8,9,6,9,8,8.0, ,8,9,8,9,8,9,8.42, ,
8,7,7,9,9,8,10,8.26, ,9,9,9,9,7,9,10,8.73, ,8,9,8,8,8,9,8.32, ,
9,10,9,10,10,10,10,9.78, ,10,9,9,8,9,10,9,9.27, ,10,9,10,9,10,9,9.58, ,
9,9,9,9,7,8,10,8.57, ,9,9,9,9,7,10,9,8.82, ,7,8,8,9,8,7,7.68, ,
8,8,9,9,10,9,9,8.87, ,10,9,9,9,7,10,9,9.0, ,8,9,9,10,8,9,8.74, ,
7,7,9,8,7,9,9,7.87, ,8,9,8,9,7,10,9,8.45, ,8,7,7,9,8,8,7.79, ,
8,9,8,9,9,8,10,8.7, ,9,9,8,9,8,9,9,8.64, ,9,10,10,10,10,10,9.79, ,
8,9,8,7,9,7,7,7.91, ,7,9,7,8,8,7,8,7.55, ,7,9,6,8,7,8,7.32, ,
8,8,8,9,8,7,8,8.0, ,9,9,8,8,7,7,8,7.91, ,7,8,7,7,8,7,7.26, ,
9,8,8,8,6,7,8,7.61, ,9,9,7,9,8,7,9,8.09, ,7,8,7,7,6,7,6.95, ,
8,9,8,8,8,7,10,8.17, ,8,9,7,8,8,9,9,8.18, ,8,9,7,9,9,7,7.95, ,
